Title,Winner,Ali_File,Ali_Score,Chris_File,Chris_Score,Action,Deleted_Path,Reason
Oppenheimer (2023),ali,Oppenheimer (2023) {tmdb-872585} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-MainFrame.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Edge of Tomorrow (2014),ali,Edge of Tomorrow (2014) {tmdb-137113} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Godzilla Minus One (2023),ali,Godzilla Minus One (2023) {tmdb-940721} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Chronicles of Riddick (2004),ali,The Chronicles of Riddick (2004) {tmdb-2789} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Jungle Cruise (2021),ali,Jungle Cruise (2021) {tmdb-451048} - [Bluray-2160p][AC3 5.1][HDR10][x265]-BHDStudio.mp4,6646,,0,COPY Ali → Chris,,Only Ali has this file
Eternals (2021),ali,Eternals (2021) {tmdb-524434} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Revenant (2015),ali,The Revenant (2015) {tmdb-281957} - {edition-Open Matte} [Remux-2160p][TrueHD Atmos 7.1][DV HDR10Plus][h265]-Benflix.mkv,7700,,0,COPY Ali → Chris,,Only Ali has this file
Captain America The First Avenger (2011),ali,Captain America The First Avenger (2011) {tmdb-1771} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-KeYBLaDE.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Cars 2 (2011),ali,Cars 2 (2011) {tmdb-49013} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
The Lord of the Rings The Return of the King (2003),ali,The Lord of the Rings The Return of the King (2003) {tmdb-122} - {edition-Extended} [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek Beyond (2016),ali,Star Trek Beyond (2016) {tmdb-188927} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
V for Vendetta (2005),ali,V for Vendetta (2006) {tmdb-752} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,,0,COPY Ali → Chris,,Only Ali has this file
Thor The Dark World (2013),ali,Thor The Dark World (2013) {tmdb-76338} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
The Matrix (1999),ali,The Matrix (1999) {tmdb-603} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Saving Private Ryan (1998),ali,Saving Private Ryan (1998) {tmdb-857} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
The Mummy (1999),ali,The Mummy (1999) {tmdb-564} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-IAMABLE.mkv,7000,,0,COPY Ali → Chris,,Only Ali has this file
Brotherhood of the Wolf (2001),ali,Brotherhood of the Wolf (2001) {tmdb-6312} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek Nemesis (2002) {imdb-tt0253754},ali,Star Trek Nemesis (2002) {tmdb-201} - [Bluray-2160p][TrueHD 7.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
The Lost World Jurassic Park (1997),ali,The Lost World Jurassic Park (1997) {tmdb-330} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
John Wick Chapter 2 (2017),ali,John Wick Chapter 2 (2017) {tmdb-324552} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Cars 3 (2017),ali,Cars 3 (2017) {tmdb-260514} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Riddick (2013),ali,Riddick (2013) {tmdb-87421} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Dawn of the Planet of the Apes (2014),ali,Dawn of the Planet of the Apes (2014) {tmdb-119450} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-hallowed.mkv,6803,,0,COPY Ali → Chris,,Only Ali has this file
Guardians of the Galaxy (2014),ali,Guardians of the Galaxy (2014) {tmdb-118340} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Rocketman (2019),ali,Rocketman (2019) {tmdb-504608} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-HONE.mkv,6803,,0,COPY Ali → Chris,,Only Ali has this file
The Hunger Games Mockingjay - Part 1 (2014),ali,The Hunger Games Mockingjay Part 1 (2014) {tmdb-131631} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Venom The Last Dance (2024),ali,Venom The Last Dance (2024) {tmdb-912649} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Godzilla King of the Monsters (2019),ali,Godzilla King of the Monsters (2019) {tmdb-373571} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HDChina.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
The Lion King (1994),ali,The Lion King (1994) {tmdb-8587} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7190,,0,COPY Ali → Chris,,Only Ali has this file
Ant-Man and the Wasp Quantumania (2023),ali,Ant-Man and the Wasp Quantumania (2023) {tmdb-640146} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Tron (1982),ali,Tron (1982) {tmdb-97} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek III The Search for Spock (1984),ali,Star Trek III The Search for Spock (1984) {tmdb-157} - [Bluray-2160p Proper][EAC3 7.1][DV HDR10][x265]-hallowed.mkv,6788,,0,COPY Ali → Chris,,Only Ali has this file
John Wick (2014),ali,John Wick (2014) {tmdb-245891} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Man of Steel (2013),ali,Man of Steel (2013) {tmdb-49521} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
John Wick Chapter 3 Parabellum (2019),ali,John Wick Chapter 3 Parabellum (2019) {tmdb-458156} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Wonder Woman 1984 (2020),ali,Wonder Woman 1984 (2020) {tmdb-464052} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Napoleon (2023),ali,Napoleon (2023) {tmdb-753342} - {edition-Directors Cut} [ATVP][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265]-FLUX.mkv,6700,,0,COPY Ali → Chris,,Only Ali has this file
The Matrix Revolutions (2003),ali,The Matrix Revolutions (2003) {tmdb-605} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
300 (2006),ali,300 (2007) {tmdb-1271} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,,0,COPY Ali → Chris,,Only Ali has this file
The Empire Strikes Back (1980),ali,The Empire Strikes Back (1980) {tmdb-1891} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
The Hunger Games Catching Fire (2013),ali,The Hunger Games Catching Fire (2013) {tmdb-101299} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Iron Man 3 (2013),ali,Iron Man 3 (2013) {tmdb-68721} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7187,,0,COPY Ali → Chris,,Only Ali has this file
The Spy Who Loved Me (1977),ali,The Spy Who Loved Me (1977) {tmdb-691} - [WEBDL-2160p][DTS-HD MA 5.1][h265]-DEFLATE.mkv,5774,,0,COPY Ali → Chris,,Only Ali has this file
Godzilla vs. Kong (2021),ali,Godzilla vs. Kong (2021) {tmdb-399566} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Shawshank Redemption (1994),ali,The Shawshank Redemption (1994) {tmdb-278} - [Bluray-2160p][EAC3 5.1][DV HDR10][x265]-hallowed.mkv,6817,,0,COPY Ali → Chris,,Only Ali has this file
Highlander (1986),ali,Highlander (1986) {tmdb-8009} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-W4NK3R.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Zombieland Double Tap (2019),ali,Zombieland Double Tap (2019) {tmdb-338967} - [Bluray-2160p][DTS-X 7.1][DV HDR10][x265]-MainFrame.mkv,7076,,0,COPY Ali → Chris,,Only Ali has this file
The Super Mario Bros. Movie (2023),ali,The Super Mario Bros. Movie (2023) {tmdb-502356} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Black Adam (2022),ali,Black Adam (2022) {tmdb-436270} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Avatar The Way of Water (2022),ali,Avatar The Way of Water (2022) {tmdb-76600} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-W4NK3R.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek The Motion Picture (1979),ali,Star Trek The Motion Picture (1979) {tmdb-152} - [Bluray-2160p][TrueHD Atmos 7.1][DV][x265]-VD0N.mkv,6800,,0,COPY Ali → Chris,,Only Ali has this file
Terminator Dark Fate (2019),ali,Terminator Dark Fate (2019) {tmdb-290859} - [Bluray-2160p Proper][TrueHD Atmos 7.1][DV HDR10][x265]-DON.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Pacific Rim Uprising (2018),ali,Pacific Rim Uprising (2018) {tmdb-268896} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Kingdom of the Planet of the Apes (2024),ali,Kingdom of the Planet of the Apes (2024) {tmdb-653346} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Fantastic 4 First Steps (2025),ali,The Fantastic 4 First Steps (2025) {tmdb-617126} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Cars (2006),ali,Cars (2006) {tmdb-920} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Captain Marvel 2 (2022),ali,The Marvels (2023) {tmdb-609681} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Heat (1995),ali,Heat (1995) {tmdb-949} - [Remux-2160p][DTS-HD MA 5.1][HDR10][HEVC]-FraMeSToR.mkv,7500,,0,COPY Ali → Chris,,Only Ali has this file
Hacksaw Ridge (2016),ali,Hacksaw Ridge (2016) {tmdb-324786} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Jurassic Park (1993),ali,Jurassic Park (1993) {tmdb-329} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Gladiator II (2024),ali,Gladiator II (2024) {tmdb-558449} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,,0,COPY Ali → Chris,,Only Ali has this file
Kong Skull Island (2017),ali,Kong Skull Island (2017) {tmdb-293167} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Blade Runner 2049 (2017),ali,Blade Runner 2049 (2017) {tmdb-335984} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-FraMeSToR.mkv,7600,,0,COPY Ali → Chris,,Only Ali has this file
The Godfather Part II (1974),ali,The Godfather Part II (1974) {tmdb-240} - [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
Venom Let There Be Carnage (2021),ali,Venom Let There Be Carnage (2021) {tmdb-580489} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Mortal Kombat (2021),ali,Mortal Kombat (2021) {tmdb-460465} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
The Mummy Returns (2001),ali,The Mummy Returns (2001) {tmdb-1734} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-CtrlHD.mkv,7000,,0,COPY Ali → Chris,,Only Ali has this file
The Terminator (1984),ali,The Terminator (1984) {tmdb-218} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Black Widow (2021),ali,Black Widow (2021) {tmdb-497698} - [Bluray-2160p Proper][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek (2009),ali,Star Trek (2009) {tmdb-13475} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Kingdom of Heaven (2005),ali,Kingdom of Heaven (2005) {tmdb-1495} - {edition-Director's Cut} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Godfather (1972),ali,The Godfather (1972) {tmdb-238} - [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
Captain America Civil War (2016),ali,Captain America Civil War (2016) {tmdb-271110} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-W4NK3R.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
The Lion King (2019),ali,The Lion King (2019) {tmdb-420818} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-BHDStudio.mp4,6788,,0,COPY Ali → Chris,,Only Ali has this file
Venom (2018),ali,Venom (2018) {tmdb-335983} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7190,,0,COPY Ali → Chris,,Only Ali has this file
Shazam! (2019),ali,Shazam! (2019) {tmdb-287947} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Godfather Part III (1990),ali,The Godfather Part III (1990) {tmdb-242} - {edition-Directors Cut} [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
A Beautiful Planet (2016),ali,A Beautiful Planet (2016) {tmdb-365997} - [Remux-2160p][DTS-X 7.1][HDR10Plus][HEVC]-FraMeSToR.mkv,7473,,0,COPY Ali → Chris,,Only Ali has this file
Bohemian Rhapsody (2018),ali,Bohemian Rhapsody (2018) {tmdb-424694} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10Plus][x265]-W4NK3R.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Thor Ragnarok (2017),ali,Thor Ragnarok (2017) {tmdb-284053} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-LEGi0N.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Mission Impossible 8 (2025),ali,Mission Impossible The Final Reckoning (2025) {tmdb-575265} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Spider-Man Homecoming (2017),ali,Spider-Man Homecoming (2017) {tmdb-315635} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Wonder Woman (2017),ali,Wonder Woman (2017) {tmdb-297762} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Hunger Games Mockingjay - Part 2 (2015),ali,The Hunger Games Mockingjay Part 2 (2015) {tmdb-131634} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Shazam! Fury of the Gods (2023),ali,Shazam! Fury of the Gods (2023) {tmdb-594767} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek First Contact (1996),ali,Star Trek First Contact (1996) {tmdb-199} - [Bluray-2160p][TrueHD 7.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
Guardians of the Galaxy Vol. 3 (2023),ali,Guardians of the Galaxy Vol. 3 (2023) {tmdb-447365} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Passengers (2016),ali,Passengers (2016) {tmdb-274870} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,,0,COPY Ali → Chris,,Only Ali has this file
Indiana Jones and the Temple of Doom (1984),ali,Indiana Jones and the Temple of Doom (1984) {tmdb-87} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Alita Battle Angel (2019),ali,Alita Battle Angel (2019) {tmdb-399579} - [Bluray-2160p Proper][TrueHD Atmos 7.1][HDR10Plus][x265]-DON.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
The Dark Knight Rises (2012),ali,The Dark Knight Rises (2012) {tmdb-49026} - [Hybrid][Remux-2160p][DTS-HD MA 5.1][DV HDR10][HEVC]-FraMeSToR.mkv,7600,,0,COPY Ali → Chris,,Only Ali has this file
Ant-Man (2015),ali,Ant-Man (2015) {tmdb-102899} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7178,,0,COPY Ali → Chris,,Only Ali has this file
Raiders of the Lost Ark (1981),ali,Raiders of the Lost Ark (1981) {tmdb-85} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek V The Final Frontier (1989),ali,Star Trek V The Final Frontier (1989) {tmdb-172} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-hallowed.mkv,6790,,0,COPY Ali → Chris,,Only Ali has this file
Mission Impossible Fallout (2018),ali,Mission Impossible Fallout (2018) {tmdb-353081} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Captain America The Winter Soldier (2014),ali,Captain America The Winter Soldier (2014) {tmdb-100402} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-W4NK3R.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek IV The Voyage Home (1986),ali,Star Trek IV The Voyage Home (1986) {tmdb-168} - [Bluray-2160p Proper][EAC3 7.1][DV HDR10][x265]-hallowed.mkv,6806,,0,COPY Ali → Chris,,Only Ali has this file
Extraction (2020),ali,Extraction (2020) {tmdb-545609} - [NF][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10][HEVC]-SiC.mkv,6630,,0,COPY Ali → Chris,,Only Ali has this file
John Wick Chapter 4 (2022),ali,John Wick Chapter 4 (2023) {tmdb-603692} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Furious 7 (2015),ali,Furious 7 (2015) {tmdb-168259} - {edition-Extended} [Bluray-2160p][DTS-HD HRA 7.1][HDR10][x265]-CtrlHD.mkv,6950,,0,COPY Ali → Chris,,Only Ali has this file
Uncharted (2022),ali,Uncharted (2022) {tmdb-335787} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
